Object,Filter,MJD,Flux,Error,Tel,Obs
MR_2251-178,u,59464.132235, 1.306, 0.008,1m001,tfn
MR_2251-178,u,59465.142895, 1.366, 0.016,1m004,lsc
MR_2251-178,u,59465.142895, 1.342, 0.016,1m004,lsc
MR_2251-178,u,59465.144588, 1.359, 0.017,1m004,lsc
MR_2251-178,u,59465.144588, 1.343, 0.017,1m004,lsc
MR_2251-178,u,59465.984488, 1.338, 0.006,1m010,cpt
MR_2251-178,u,59465.984488, 1.306, 0.006,1m010,cpt
MR_2251-178,u,59465.986181, 1.314, 0.006,1m010,cpt
MR_2251-178,u,59465.986181, 1.314, 0.006,1m010,cpt
MR_2251-178,u,59467.268978, 1.282, 0.005,1m009,lsc
MR_2251-178,u,59467.268978, 1.282, 0.005,1m009,lsc
MR_2251-178,u,59467.270664, 1.261, 0.005,1m009,lsc
MR_2251-178,u,59467.270664, 1.263, 0.005,1m009,lsc
MR_2251-178,u,59468.287994, 1.444, 0.020,1m004,lsc
MR_2251-178,u,59468.287994, 1.461, 0.021,1m004,lsc
MR_2251-178,u,59468.289686, 1.423, 0.017,1m004,lsc
MR_2251-178,u,59468.289686, 1.433, 0.017,1m004,lsc
MR_2251-178,u,59469.120164, 1.342, 0.008,1m001,tfn
MR_2251-178,u,59469.120164, 1.349, 0.008,1m001,tfn
MR_2251-178,u,59469.121845, 1.353, 0.008,1m001,tfn
MR_2251-178,u,59469.121845, 1.351, 0.008,1m001,tfn
MR_2251-178,u,59470.394426, 1.355, 0.010,1m011,coj
MR_2251-178,u,59470.394426, 1.373, 0.011,1m011,coj
MR_2251-178,u,59470.396118, 1.388, 0.010,1m011,coj
MR_2251-178,u,59470.396118, 1.397, 0.011,1m011,coj
MR_2251-178,u,59471.383506, 1.383, 0.012,1m011,coj
MR_2251-178,u,59471.383506, 1.393, 0.012,1m011,coj
MR_2251-178,u,59471.385211, 1.404, 0.012,1m011,coj
MR_2251-178,u,59471.385211, 1.400, 0.012,1m011,coj
MR_2251-178,u,59472.046845, 1.380, 0.006,1m005,lsc
MR_2251-178,u,59472.046845, 1.390, 0.006,1m005,lsc
MR_2251-178,u,59472.048539, 1.413, 0.006,1m005,lsc
MR_2251-178,u,59472.048539, 1.398, 0.006,1m005,lsc
MR_2251-178,u,59472.599066, 1.359, 0.007,1m003,coj
MR_2251-178,u,59472.599066, 1.344, 0.007,1m003,coj
MR_2251-178,u,59472.600771, 1.285, 0.007,1m003,coj
MR_2251-178,u,59472.600771, 1.303, 0.007,1m003,coj
MR_2251-178,u,59474.270263, 1.500, 0.012,1m006,elp
MR_2251-178,u,59474.270263, 1.510, 0.012,1m006,elp
MR_2251-178,u,59474.271966, 1.512, 0.012,1m006,elp
MR_2251-178,u,59474.271966, 1.518, 0.012,1m006,elp
MR_2251-178,u,59475.015826, 1.510, 0.010,1m001,tfn
MR_2251-178,u,59475.015826, 1.495, 0.010,1m001,tfn
MR_2251-178,u,59475.017543, 1.498, 0.010,1m001,tfn
MR_2251-178,u,59475.017543, 1.491, 0.010,1m001,tfn
MR_2251-178,u,59477.972092, 1.599, 0.022,1m010,cpt
MR_2251-178,u,59477.972092, 1.553, 0.022,1m010,cpt
MR_2251-178,u,59477.973784, 1.659, 0.023,1m010,cpt
MR_2251-178,u,59477.973784, 1.491, 0.020,1m010,cpt
MR_2251-178,u,59478.254734, 1.603, 0.064,1m008,elp
MR_2251-178,u,59478.254734, 1.682, 0.067,1m008,elp
MR_2251-178,u,59478.256426, 1.649, 0.062,1m008,elp
MR_2251-178,u,59478.256426, 1.736, 0.065,1m008,elp
MR_2251-178,u,59479.614377, 1.486, 0.011,1m011,coj
MR_2251-178,u,59479.614377, 1.482, 0.011,1m011,coj
MR_2251-178,u,59479.616071, 1.432, 0.011,1m011,coj
MR_2251-178,u,59479.616071, 1.427, 0.011,1m011,coj
MR_2251-178,u,59480.168826, 1.446, 0.006,1m005,lsc
MR_2251-178,u,59480.168826, 1.428, 0.006,1m005,lsc
MR_2251-178,u,59480.170519, 1.438, 0.006,1m005,lsc
MR_2251-178,u,59480.170519, 1.428, 0.006,1m005,lsc
MR_2251-178,u,59481.175051, 1.352, 0.006,1m009,lsc
MR_2251-178,u,59481.175051, 1.352, 0.006,1m009,lsc
MR_2251-178,u,59481.176744, 1.331, 0.006,1m009,lsc
MR_2251-178,u,59481.176744, 1.341, 0.006,1m009,lsc
MR_2251-178,u,59482.644023, 1.453, 0.011,1m011,coj
MR_2251-178,u,59482.644023, 1.458, 0.011,1m011,coj
MR_2251-178,u,59482.645727, 1.451, 0.014,1m011,coj
MR_2251-178,u,59482.645727, 1.457, 0.014,1m011,coj
MR_2251-178,u,59484.206894, 1.329, 0.005,1m009,lsc
MR_2251-178,u,59484.206894, 1.347, 0.005,1m009,lsc
MR_2251-178,u,59484.208598, 1.317, 0.005,1m009,lsc
MR_2251-178,u,59484.208598, 1.332, 0.005,1m009,lsc
MR_2251-178,u,59485.258469, 1.411, 0.014,1m008,elp
MR_2251-178,u,59485.258469, 1.416, 0.014,1m008,elp
MR_2251-178,u,59485.260162, 1.483, 0.015,1m008,elp
MR_2251-178,u,59485.260162, 1.479, 0.015,1m008,elp
MR_2251-178,u,59487.071509, 1.447, 0.007,1m001,tfn
MR_2251-178,u,59487.071509, 1.451, 0.007,1m001,tfn
MR_2251-178,u,59487.073213, 1.466, 0.007,1m001,tfn
MR_2251-178,u,59487.073213, 1.474, 0.007,1m001,tfn
MR_2251-178,u,59488.265880, 1.363, 0.005,1m005,lsc
MR_2251-178,u,59488.265880, 1.355, 0.005,1m005,lsc
MR_2251-178,u,59488.267574, 1.363, 0.005,1m005,lsc
MR_2251-178,u,59488.267574, 1.379, 0.005,1m005,lsc
MR_2251-178,u,59489.126260, 1.391, 0.005,1m009,lsc
MR_2251-178,u,59489.126260, 1.392, 0.005,1m009,lsc
MR_2251-178,u,59489.127953, 1.412, 0.005,1m009,lsc
MR_2251-178,u,59489.127953, 1.389, 0.005,1m009,lsc
MR_2251-178,u,59490.135476, 1.524, 0.013,1m008,elp
MR_2251-178,u,59490.135476, 1.543, 0.013,1m008,elp
MR_2251-178,u,59490.137168, 1.539, 0.013,1m008,elp
MR_2251-178,u,59490.137168, 1.543, 0.013,1m008,elp
MR_2251-178,u,59490.556780, 1.420, 0.006,1m011,coj
MR_2251-178,u,59490.556780, 1.431, 0.006,1m011,coj
MR_2251-178,u,59490.558487, 1.486, 0.007,1m011,coj
MR_2251-178,u,59490.558487, 1.480, 0.007,1m011,coj
MR_2251-178,u,59491.647489, 1.530, 0.009,1m003,coj
MR_2251-178,u,59491.647489, 1.514, 0.009,1m003,coj
MR_2251-178,u,59491.649193, 1.513, 0.009,1m003,coj
MR_2251-178,u,59491.649193, 1.520, 0.009,1m003,coj
MR_2251-178,u,59492.849203, 1.521, 0.009,1m013,cpt
MR_2251-178,u,59492.849203, 1.517, 0.009,1m013,cpt
MR_2251-178,u,59492.850906, 1.504, 0.009,1m013,cpt
MR_2251-178,u,59492.850906, 1.511, 0.009,1m013,cpt
MR_2251-178,u,59493.850509, 1.460, 0.006,1m010,cpt
MR_2251-178,u,59493.850509, 1.465, 0.006,1m010,cpt
MR_2251-178,u,59493.852201, 1.440, 0.006,1m010,cpt
MR_2251-178,u,59493.852201, 1.426, 0.006,1m010,cpt
MR_2251-178,u,59494.954974, 1.551, 0.008,1m012,cpt
MR_2251-178,u,59494.954974, 1.551, 0.008,1m012,cpt
MR_2251-178,u,59494.956666, 1.572, 0.009,1m012,cpt
MR_2251-178,u,59494.956666, 1.565, 0.009,1m012,cpt
MR_2251-178,u,59494.979891, 1.532, 0.007,1m010,cpt
MR_2251-178,u,59494.979891, 1.534, 0.007,1m010,cpt
MR_2251-178,u,59494.981583, 1.543, 0.007,1m010,cpt
MR_2251-178,u,59494.981583, 1.532, 0.007,1m010,cpt
MR_2251-178,u,59496.003487, 1.603, 0.015,1m013,cpt
MR_2251-178,u,59496.003487, 1.623, 0.015,1m013,cpt
MR_2251-178,u,59496.210253, 1.621, 0.007,1m009,lsc
MR_2251-178,u,59496.210253, 1.601, 0.007,1m009,lsc
MR_2251-178,u,59496.211945, 1.574, 0.007,1m009,lsc
MR_2251-178,u,59496.211945, 1.571, 0.007,1m009,lsc
MR_2251-178,u,59496.958058, 1.459, 0.006,1m001,tfn
MR_2251-178,u,59496.958058, 1.468, 0.006,1m001,tfn
MR_2251-178,u,59496.959750, 1.502, 0.006,1m001,tfn
MR_2251-178,u,59496.959750, 1.514, 0.006,1m001,tfn
MR_2251-178,u,59498.086876, 1.480, 0.005,1m009,lsc
MR_2251-178,u,59498.086876, 1.500, 0.005,1m009,lsc
MR_2251-178,u,59498.088569, 1.484, 0.005,1m009,lsc
MR_2251-178,u,59498.088569, 1.482, 0.005,1m009,lsc
MR_2251-178,u,59499.167188, 1.556, 0.009,1m009,lsc
MR_2251-178,u,59499.167188, 1.566, 0.009,1m009,lsc
MR_2251-178,u,59499.168880, 1.618, 0.010,1m009,lsc
MR_2251-178,u,59499.168880, 1.603, 0.010,1m009,lsc
MR_2251-178,u,59500.831764, 1.581, 0.009,1m013,tfn
MR_2251-178,u,59500.831764, 1.592, 0.009,1m013,tfn
MR_2251-178,u,59500.833459, 1.569, 0.009,1m013,tfn
MR_2251-178,u,59500.833459, 1.555, 0.009,1m013,tfn
MR_2251-178,u,59501.915164, 1.135, 0.015,1m001,tfn
MR_2251-178,u,59501.915164, 1.090, 0.015,1m001,tfn
MR_2251-178,u,59501.916867, 2.261, 0.020,1m001,tfn
MR_2251-178,u,59501.916867, 2.227, 0.019,1m001,tfn
MR_2251-178,u,59502.107417, 1.639, 0.016,1m008,elp
MR_2251-178,u,59502.107417, 1.675, 0.016,1m008,elp
MR_2251-178,u,59502.109121, 1.630, 0.016,1m008,elp
MR_2251-178,u,59502.109121, 1.619, 0.016,1m008,elp
MR_2251-178,u,59505.397302, 1.639, 0.010,1m011,coj
MR_2251-178,u,59505.397302, 1.630, 0.010,1m011,coj
MR_2251-178,u,59505.398986, 1.607, 0.011,1m011,coj
MR_2251-178,u,59505.398986, 1.596, 0.010,1m011,coj
MR_2251-178,u,59505.512935, 1.598, 0.010,1m011,coj
MR_2251-178,u,59505.512935, 1.592, 0.010,1m011,coj
MR_2251-178,u,59505.514641, 1.599, 0.010,1m011,coj
MR_2251-178,u,59505.514641, 1.592, 0.010,1m011,coj
MR_2251-178,u,59506.886305, 1.676, 0.011,1m010,cpt
MR_2251-178,u,59506.886305, 1.705, 0.011,1m010,cpt
MR_2251-178,u,59506.887997, 1.703, 0.011,1m010,cpt
MR_2251-178,u,59506.887997, 1.714, 0.012,1m010,cpt
MR_2251-178,u,59508.521112, 1.621, 0.010,1m011,coj
MR_2251-178,u,59508.521112, 1.616, 0.010,1m011,coj
MR_2251-178,u,59508.522818, 1.648, 0.010,1m011,coj
MR_2251-178,u,59508.522818, 1.647, 0.010,1m011,coj
MR_2251-178,u,59509.564489, 1.601, 0.011,1m011,coj
MR_2251-178,u,59509.564489, 1.616, 0.011,1m011,coj
MR_2251-178,u,59509.566194, 1.640, 0.011,1m011,coj
MR_2251-178,u,59509.566194, 1.638, 0.011,1m011,coj
MR_2251-178,u,59510.586229, 1.841, 0.025,1m011,coj
MR_2251-178,u,59510.586229, 1.653, 0.023,1m011,coj
MR_2251-178,u,59510.587935, 1.833, 0.022,1m011,coj
MR_2251-178,u,59510.587935, 1.672, 0.020,1m011,coj
MR_2251-178,u,59511.491703, 1.473, 0.007,1m003,coj
MR_2251-178,u,59511.491703, 1.480, 0.007,1m003,coj
MR_2251-178,u,59511.493407, 1.443, 0.006,1m003,coj
MR_2251-178,u,59511.493407, 1.442, 0.006,1m003,coj
MR_2251-178,u,59511.841995, 1.531, 0.007,1m012,cpt
MR_2251-178,u,59511.841995, 1.507, 0.007,1m012,cpt
MR_2251-178,u,59511.843691, 1.507, 0.007,1m012,cpt
MR_2251-178,u,59511.843691, 1.520, 0.007,1m012,cpt
MR_2251-178,u,59513.578480, 1.501, 0.008,1m011,coj
MR_2251-178,u,59513.578480, 1.482, 0.007,1m011,coj
MR_2251-178,u,59513.580184, 1.499, 0.008,1m011,coj
MR_2251-178,u,59513.580184, 1.509, 0.008,1m011,coj
MR_2251-178,u,59513.929485, 1.633, 0.012,1m013,cpt
MR_2251-178,u,59513.929485, 1.658, 0.012,1m013,cpt
MR_2251-178,u,59513.931189, 1.633, 0.013,1m013,cpt
MR_2251-178,u,59513.931189, 1.629, 0.013,1m013,cpt
MR_2251-178,u,59515.817159, 1.570, 0.007,1m013,tfn
MR_2251-178,u,59515.817159, 1.585, 0.007,1m013,tfn
MR_2251-178,u,59515.818852, 1.561, 0.007,1m013,tfn
MR_2251-178,u,59515.818852, 1.567, 0.007,1m013,tfn
MR_2251-178,u,59516.855674, 1.479, 0.006,1m013,tfn
MR_2251-178,u,59516.855674, 1.460, 0.006,1m013,tfn
MR_2251-178,u,59516.857390, 1.449, 0.006,1m013,tfn
MR_2251-178,u,59516.857390, 1.446, 0.006,1m013,tfn
MR_2251-178,u,59517.828468, 1.489, 0.006,1m001,tfn
MR_2251-178,u,59517.828468, 1.491, 0.006,1m001,tfn
MR_2251-178,u,59517.830161, 1.506, 0.006,1m001,tfn
MR_2251-178,u,59517.830161, 1.484, 0.006,1m001,tfn
MR_2251-178,u,59518.894250, 1.574, 0.010,1m013,cpt
MR_2251-178,u,59518.894250, 1.551, 0.010,1m013,cpt
MR_2251-178,u,59518.895978, 1.520, 0.010,1m013,cpt
MR_2251-178,u,59518.895978, 1.538, 0.010,1m013,cpt
MR_2251-178,u,59519.908249, 1.492, 0.006,1m001,tfn
MR_2251-178,u,59519.908249, 1.473, 0.006,1m001,tfn
MR_2251-178,u,59519.909952, 1.489, 0.006,1m001,tfn
MR_2251-178,u,59519.909952, 1.501, 0.006,1m001,tfn
MR_2251-178,u,59520.887336, 1.506, 0.006,1m010,cpt
MR_2251-178,u,59520.887336, 1.490, 0.006,1m010,cpt
MR_2251-178,u,59520.889028, 1.473, 0.006,1m010,cpt
MR_2251-178,u,59520.889028, 1.480, 0.006,1m010,cpt
MR_2251-178,u,59522.064385, 1.469, 0.005,1m009,lsc
MR_2251-178,u,59522.064385, 1.499, 0.005,1m009,lsc
MR_2251-178,u,59522.066090, 1.511, 0.005,1m009,lsc
MR_2251-178,u,59522.066090, 1.503, 0.005,1m009,lsc
MR_2251-178,u,59522.850281, 1.646, 0.008,1m012,cpt
MR_2251-178,u,59522.850281, 1.645, 0.008,1m012,cpt
MR_2251-178,u,59522.851974, 1.577, 0.008,1m012,cpt
MR_2251-178,u,59522.851974, 1.570, 0.008,1m012,cpt
MR_2251-178,u,59523.776747, 1.642, 0.008,1m012,cpt
MR_2251-178,u,59523.776747, 1.623, 0.008,1m012,cpt
MR_2251-178,u,59523.778439, 1.629, 0.008,1m012,cpt
MR_2251-178,u,59523.778439, 1.633, 0.008,1m012,cpt
MR_2251-178,u,59526.103337, 1.676, 0.008,1m006,elp
MR_2251-178,u,59526.103337, 1.673, 0.008,1m006,elp
MR_2251-178,u,59526.105042, 1.664, 0.008,1m006,elp
MR_2251-178,u,59526.105042, 1.660, 0.008,1m006,elp
MR_2251-178,u,59526.881069, 1.584, 0.006,1m013,tfn
MR_2251-178,u,59526.881069, 1.579, 0.006,1m013,tfn
MR_2251-178,u,59526.882773, 1.585, 0.006,1m013,tfn
MR_2251-178,u,59526.882773, 1.617, 0.006,1m013,tfn
MR_2251-178,u,59528.022728, 1.592, 0.005,1m005,lsc
MR_2251-178,u,59528.022728, 1.584, 0.005,1m005,lsc
MR_2251-178,u,59528.024420, 1.583, 0.005,1m005,lsc
MR_2251-178,u,59528.024420, 1.560, 0.005,1m005,lsc
MR_2251-178,u,59532.519026, 1.763, 0.012,1m003,coj
MR_2251-178,u,59532.519026, 1.776, 0.012,1m003,coj
MR_2251-178,u,59532.520718, 1.780, 0.012,1m003,coj
MR_2251-178,u,59532.520718, 1.776, 0.012,1m003,coj
MR_2251-178,u,59533.099336, 1.817, 0.016,1m008,elp
MR_2251-178,u,59533.099336, 1.793, 0.015,1m008,elp
MR_2251-178,u,59533.101041, 1.784, 0.015,1m008,elp
MR_2251-178,u,59533.101041, 1.790, 0.016,1m008,elp
MR_2251-178,u,59533.796262, 1.759, 0.013,1m013,cpt
MR_2251-178,u,59533.796262, 1.787, 0.013,1m013,cpt
MR_2251-178,u,59533.797957, 1.768, 0.013,1m013,cpt
MR_2251-178,u,59533.797957, 1.777, 0.013,1m013,cpt
MR_2251-178,u,59534.793039, 1.774, 0.011,1m012,cpt
MR_2251-178,u,59534.794732, 1.786, 0.011,1m012,cpt
MR_2251-178,u,59536.470518, 1.779, 0.013,1m003,coj
MR_2251-178,u,59536.472222, 1.762, 0.012,1m003,coj
MR_2251-178,u,59538.850061, 1.810, 0.013,1m010,cpt
MR_2251-178,u,59538.851766, 1.800, 0.011,1m010,cpt
MR_2251-178,u,59542.901295, 1.723, 0.048,1m001,tfn
MR_2251-178,u,59542.902988, 1.743, 0.027,1m001,tfn
MR_2251-178,u,59543.882614, 1.772, 0.014,1m012,cpt
MR_2251-178,u,59543.884306, 1.742, 0.015,1m012,cpt
MR_2251-178,u,59545.023537, 1.591, 0.005,1m005,lsc
MR_2251-178,u,59545.025241, 1.598, 0.005,1m005,lsc
MR_2251-178,u,59546.040817, 1.578, 0.005,1m005,lsc
MR_2251-178,u,59546.042509, 1.600, 0.005,1m005,lsc
MR_2251-178,u,59547.078155, 1.625, 0.007,1m006,elp
MR_2251-178,u,59547.079848, 1.616, 0.007,1m006,elp
MR_2251-178,u,59548.057899, 1.752, 0.021,1m006,elp
MR_2251-178,u,59548.059604, 1.809, 0.026,1m006,elp
MR_2251-178,u,59549.130165, 1.633, 0.009,1m006,elp
MR_2251-178,u,59549.131870, 1.651, 0.009,1m006,elp
MR_2251-178,u,59550.095438, 1.631, 0.008,1m006,elp
MR_2251-178,u,59550.097130, 1.567, 0.007,1m006,elp
MR_2251-178,u,59550.482401, 1.601, 0.008,1m011,coj
MR_2251-178,u,59550.484109, 1.534, 0.008,1m011,coj
MR_2251-178,u,59554.060493, 1.646, 0.008,1m006,elp
MR_2251-178,u,59554.062197, 1.635, 0.008,1m006,elp
MR_2251-178,u,59555.082808, 1.677, 0.015,1m004,lsc
MR_2251-178,u,59555.084502, 1.689, 0.016,1m004,lsc
MR_2251-178,u,59556.817522, 1.676, 0.007,1m001,tfn
MR_2251-178,u,59556.819237, 1.631, 0.007,1m001,tfn
MR_2251-178,u,59559.800586, 1.743, 0.012,1m012,cpt
MR_2251-178,u,59559.802279, 1.690, 0.011,1m012,cpt
MR_2251-178,u,59560.082959, 1.705, 0.015,1m008,elp
MR_2251-178,u,59560.084663, 1.730, 0.015,1m008,elp
MR_2251-178,u,59561.069626, 1.713, 0.015,1m008,elp
MR_2251-178,u,59561.071330, 1.771, 0.015,1m008,elp
MR_2251-178,u,59562.092365, 1.723, 0.017,1m008,elp
MR_2251-178,u,59562.094069, 1.759, 0.017,1m008,elp
MR_2251-178,u,59563.080548, 1.754, 0.017,1m008,elp
MR_2251-178,u,59563.082275, 1.719, 0.017,1m008,elp
MR_2251-178,u,59564.801074, 1.799, 0.013,1m010,cpt
MR_2251-178,u,59564.802768, 1.751, 0.013,1m010,cpt
MR_2251-178,u,59565.856149, 1.760, 0.011,1m001,tfn
MR_2251-178,u,59565.857854, 1.745, 0.011,1m001,tfn
MR_2251-178,u,59567.048771, 1.799, 0.019,1m004,lsc
MR_2251-178,u,59567.050452, 1.804, 0.020,1m004,lsc
MR_2251-178,u,59568.050352, 1.776, 0.008,1m005,lsc
MR_2251-178,u,59568.052045, 1.739, 0.008,1m005,lsc
MR_2251-178,u,59569.047204, 1.748, 0.015,1m004,lsc
MR_2251-178,u,59569.048908, 1.788, 0.015,1m004,lsc
MR_2251-178,u,59570.055192, 1.670, 0.014,1m004,lsc
MR_2251-178,u,59570.056885, 1.706, 0.015,1m004,lsc
MR_2251-178,u,59571.047542, 1.629, 0.006,1m005,lsc
MR_2251-178,u,59571.049236, 1.594, 0.006,1m005,lsc
MR_2251-178,u,59572.063897, 1.722, 0.010,1m006,elp
MR_2251-178,u,59572.065590, 1.785, 0.010,1m006,elp
MR_2251-178,u,59573.052407, 1.561, 0.006,1m005,lsc
MR_2251-178,u,59573.054100, 1.594, 0.006,1m005,lsc
MR_2251-178,u,59574.052197, 1.676, 0.010,1m006,elp
MR_2251-178,u,59574.053890, 1.678, 0.010,1m006,elp
MR_2251-178,u,59575.063319, 1.674, 0.010,1m006,elp
MR_2251-178,u,59575.065010, 1.689, 0.010,1m006,elp
MR_2251-178,u,59577.430747, 1.628, 0.011,1m011,coj
MR_2251-178,u,59577.432441, 1.626, 0.010,1m011,coj
MR_2251-178,u,59578.054074, 1.666, 0.013,1m008,elp
MR_2251-178,u,59578.055778, 1.640, 0.012,1m008,elp
MR_2251-178,u,59578.817908, 1.645, 0.007,1m001,tfn
MR_2251-178,u,59578.819601, 1.656, 0.007,1m001,tfn
MR_2251-178,u,59579.817948, 1.553, 0.007,1m001,tfn
MR_2251-178,u,59579.819652, 1.544, 0.007,1m001,tfn
MR_2251-178,u,59581.808858, 1.704, 0.009,1m014,tfn
MR_2251-178,u,59581.810550, 1.678, 0.008,1m014,tfn
MR_2251-178,u,59582.809300, 1.715, 0.011,1m001,tfn
MR_2251-178,u,59582.811004, 1.631, 0.009,1m001,tfn
MR_2251-178,u,59684.405602, 1.639, 0.005,1m009,lsc
MR_2251-178,u,59684.409370, 1.631, 0.005,1m009,lsc
MR_2251-178,u,59685.405830, 1.626, 0.009,1m009,lsc
MR_2251-178,u,59685.409608, 1.611, 0.008,1m009,lsc
MR_2251-178,u,59687.405888, 1.624, 0.012,1m004,lsc
MR_2251-178,u,59687.409667, 1.628, 0.011,1m004,lsc
MR_2251-178,u,59689.153021, 1.657, 0.010,1m012,cpt
MR_2251-178,u,59689.156800, 1.622, 0.010,1m012,cpt
MR_2251-178,u,59690.384795, 1.530, 0.008,1m009,lsc
MR_2251-178,u,59690.388574, 1.534, 0.008,1m009,lsc
MR_2251-178,u,59691.128300, 1.618, 0.024,1m010,cpt
MR_2251-178,u,59691.132079, 1.579, 0.009,1m010,cpt
MR_2251-178,u,59691.382159, 1.564, 0.006,1m005,lsc
MR_2251-178,u,59691.385930, 1.580, 0.006,1m005,lsc
MR_2251-178,u,59692.409457, 1.466, 0.005,1m009,lsc
MR_2251-178,u,59692.413225, 1.487, 0.005,1m009,lsc
MR_2251-178,u,59693.409372, 1.409, 0.004,1m005,lsc
MR_2251-178,u,59693.413152, 1.442, 0.004,1m005,lsc
MR_2251-178,u,59698.398701, 1.415, 0.007,1m004,lsc
MR_2251-178,u,59698.402469, 1.382, 0.006,1m004,lsc
MR_2251-178,u,59699.798316, 1.424, 0.004,1m011,coj
MR_2251-178,u,59699.802141, 1.407, 0.005,1m011,coj
MR_2251-178,u,59700.382137, 1.409, 0.004,1m009,lsc
MR_2251-178,u,59700.385917, 1.406, 0.004,1m009,lsc
MR_2251-178,u,59701.743033, 1.431, 0.006,1m003,coj
MR_2251-178,u,59701.746826, 1.442, 0.006,1m003,coj
MR_2251-178,u,59703.397254, 1.399, 0.016,1m004,lsc
MR_2251-178,u,59705.090188, 1.458, 0.008,1m012,cpt
MR_2251-178,u,59705.093967, 1.453, 0.008,1m012,cpt
MR_2251-178,u,59709.155879, 1.295, 0.004,1m010,cpt
MR_2251-178,u,59709.159646, 1.316, 0.004,1m010,cpt
MR_2251-178,u,59713.152431, 1.370, 0.005,1m012,cpt
MR_2251-178,u,59713.156211, 1.325, 0.005,1m012,cpt
MR_2251-178,u,59714.127525, 1.477, 0.007,1m010,cpt
MR_2251-178,u,59714.131292, 1.420, 0.007,1m010,cpt
MR_2251-178,u,59715.316610, 1.429, 0.011,1m005,lsc
MR_2251-178,u,59715.320389, 1.403, 0.010,1m005,lsc
MR_2251-178,u,59716.059956, 1.412, 0.019,1m012,cpt
MR_2251-178,u,59716.063735, 1.384, 0.017,1m012,cpt
MR_2251-178,u,59717.057377, 1.368, 0.026,1m012,cpt
MR_2251-178,u,59717.061156, 1.434, 0.020,1m012,cpt
MR_2251-178,u,59718.393920, 1.380, 0.010,1m004,lsc
MR_2251-178,u,59718.397699, 1.384, 0.010,1m004,lsc
MR_2251-178,u,59719.414743, 1.279, 0.004,1m005,lsc
MR_2251-178,u,59719.418522, 1.323, 0.004,1m005,lsc
MR_2251-178,u,59724.405836, 1.308, 0.006,1m005,lsc
MR_2251-178,u,59724.409615, 1.324, 0.006,1m005,lsc
MR_2251-178,u,59725.395478, 1.327, 0.007,1m004,lsc
MR_2251-178,u,59725.399244, 1.311, 0.008,1m004,lsc
MR_2251-178,u,59726.308454, 1.323, 0.007,1m004,lsc
MR_2251-178,u,59726.312224, 1.253, 0.006,1m004,lsc
MR_2251-178,u,59727.288097, 1.349, 0.008,1m004,lsc
MR_2251-178,u,59727.291878, 1.345, 0.007,1m004,lsc
MR_2251-178,u,59729.433437, 1.446, 0.006,1m006,elp
MR_2251-178,u,59729.437216, 1.493, 0.006,1m006,elp
MR_2251-178,u,59732.429713, 1.449, 0.007,1m006,elp
MR_2251-178,u,59732.433492, 1.503, 0.008,1m006,elp
MR_2251-178,u,59734.098784, 1.466, 0.007,1m012,cpt
MR_2251-178,u,59734.102597, 1.452, 0.008,1m012,cpt
MR_2251-178,u,59735.138394, 1.367, 0.005,1m012,cpt
MR_2251-178,u,59735.142184, 1.359, 0.005,1m012,cpt
MR_2251-178,u,59736.152727, 1.319, 0.004,1m010,cpt
MR_2251-178,u,59736.156506, 1.363, 0.004,1m010,cpt
MR_2251-178,u,59737.168607, 1.385, 0.005,1m012,cpt
MR_2251-178,u,59737.172386, 1.361, 0.005,1m012,cpt
MR_2251-178,u,59737.346709, 1.544, 0.004,1m009,lsc
MR_2251-178,u,59737.350476, 1.403, 0.004,1m009,lsc
MR_2251-178,u,59738.345465, 1.325, 0.006,1m004,lsc
MR_2251-178,u,59738.349244, 1.328, 0.006,1m004,lsc
MR_2251-178,u,59740.197071, 1.350, 0.004,1m014,tfn
MR_2251-178,u,59740.200850, 1.357, 0.004,1m014,tfn
MR_2251-178,u,59740.996170, 1.465, 0.010,1m010,cpt
MR_2251-178,u,59740.999947, 1.485, 0.010,1m010,cpt
MR_2251-178,u,59741.992316, 1.502, 0.047,1m010,cpt
MR_2251-178,u,59741.996094, 1.472, 0.027,1m010,cpt
MR_2251-178,u,59743.029943, 1.598, 0.042,1m012,cpt
MR_2251-178,u,59743.033723, 1.455, 0.035,1m012,cpt
MR_2251-178,u,59743.634190, 1.393, 0.010,1m011,coj
MR_2251-178,u,59743.637957, 1.420, 0.009,1m011,coj
MR_2251-178,u,59744.671456, 1.382, 0.008,1m011,coj
MR_2251-178,u,59745.770583, 1.300, 0.005,1m011,coj
MR_2251-178,u,59745.774373, 1.337, 0.005,1m011,coj
MR_2251-178,u,59747.022196, 1.491, 0.013,1m012,cpt
MR_2251-178,u,59747.025975, 1.512, 0.013,1m012,cpt
MR_2251-178,u,59747.759252, 1.365, 0.005,1m011,coj
MR_2251-178,u,59747.763034, 1.354, 0.005,1m011,coj
MR_2251-178,u,59751.404137, 1.310, 0.006,1m009,lsc
MR_2251-178,u,59751.407916, 1.633, 0.005,1m009,lsc
MR_2251-178,u,59755.961322, 1.341, 0.006,1m012,cpt
MR_2251-178,u,59755.965100, 1.413, 0.007,1m012,cpt
MR_2251-178,u,59762.265562, 1.291, 0.003,1m005,lsc
MR_2251-178,u,59762.269341, 1.285, 0.003,1m005,lsc
MR_2251-178,u,59766.423948, 1.297, 0.004,1m009,lsc
